Device name,Asset risk score,Device type,Device category,Operating system,IP address,Endpoint group,Last user,Highly-exploitable CVEs,Discovered by,First seen,Last detected
TPV-007-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.7.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-14 14:16:13,2024-05-07 13:06:27
TPV-038-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.38.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-15 09:04:08,2024-05-07 13:06:27
TPV-064-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.64.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-22 09:03:17,2024-05-07 13:06:27
LAP-401-001,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.27,,lbourquin,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2024-01-06 14:18:09,2024-05-07 12:23:21
TPV-081-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.81.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-15 09:00:08,2024-05-07 13:06:27
LAP-037-001,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.37.2,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-01-12 13:19:56,2024-05-07 13:06:27
TPV-196-3,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.196.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:08:49,2024-05-07 13:06:27
LAP-CPTA-112,39,Desktop,unknown,Windows 11 10.0 (Build 22621),10.3.6.64,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-12 11:30:28,2024-05-07 13:06:27
LAP-IT-023,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.42,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-08-31 09:32:27,2024-05-07 13:21:40
LAP-428-001,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.128.5,,428,1,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-07-29 14:24:47,2024-05-07 13:06:27
TPV-422-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.128.7,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-22 14:28:53,2024-05-07 13:06:27
TPV-315-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.15.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-03-18 15:06:25,2024-05-07 13:06:27
TPV-010-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.10.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-02 14:17:07,2024-05-07 13:06:27
TPV-406-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.106.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-22 23:08:03,2024-04-22 10:56:30
LP-033-4,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.33.5,,033STSEBASTIENSLOIRE,0,Apex One as a Service,2021-09-27 22:05:50,2024-05-07 07:40:46
LP-227-3,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.227.1,,227,0,Apex One as a Service,2024-04-21 13:16:32,2024-05-07 07:15:51
TPV-318-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.18.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 18:21:58,2024-05-07 13:06:27
TPV-106-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.106.4,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:53:47,2024-05-07 13:06:27
TPV-067-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.67.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:47:09,2024-05-07 13:06:27
TPV-228-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.228.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-14 14:16:49,2024-05-07 13:06:27
LAP-418-2,39,Desktop,unknown,Windows 11 10.0 (Build 22631),10.2.118.4,,418S4,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-04 12:54:39,2024-05-07 13:06:27
LAP-005-001,39,Desktop,IT,Windows 11 10.0 (Build 22621),10.1.5.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-09-06 14:24:49,2024-05-07 01:28:52
TPV-139-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.139.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 14:15:55,2024-05-07 13:06:27
TPV-206-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.206.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 08:42:28,2024-05-07 13:06:27
LAP-ACH-019,39,Desktop,IT,Windows 11 10.0 (Build 22631),172.20.10.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-01 09:08:03,2024-05-07 01:28:53
TPV-029-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.29.6,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:16:33,2024-05-07 13:06:27
TPV-215-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.215.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-06 14:17:58,2024-05-07 13:06:27
TPV-005-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.5.2,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 08:59:56,2024-05-07 13:06:27
TPV-143-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.143.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 08:04:12,2024-05-07 13:06:27
TPV-021-001,39,Desktop,unknown,Windows 10 10.0 (Build 17763),10.1.21.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:50:16,2024-05-06 17:13:51
TPV-306-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.6.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-31 14:18:40,2024-05-07 10:28:20
TPV-017-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.17.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 08:33:16,2024-05-07 13:06:27
LP-196-4,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.196.1,,196,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2021-09-27 22:15:09,2024-05-07 08:03:27
TPV-055-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.55.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 08:52:42,2024-05-07 13:06:27
TPV-072-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.72.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-10 14:21:20,2024-05-07 13:06:27
TPV-018-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.18.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:58:40,2024-05-07 13:06:27
TPV-314-002,39,Desktop,unknown,Windows 10 10.0 (Build 17763),10.2.14.2,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-20 15:09:30,2024-05-07 13:06:27
LAP-427-1,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.104.7,,427,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-13 09:24:23,2024-05-07 08:10:41
TPV-309-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.9.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-21 08:58:07,2024-05-07 13:06:27
TPV-127-1,39,Desktop,unknown,Windows 10 10.0 (Build 17763),10.1.127.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 11:56:58,2024-05-07 13:06:27
LP-414-3,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.114.13,,416,0,Apex One as a Service,2021-09-23 06:45:58,2024-05-07 08:04:54
TPV-155-001,39,Desktop,unknown,Windows 10 10.0 (Build 17763),10.1.155.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 14:32:34,2024-05-07 13:06:27
TPV-518-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.117.76.130,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 09:34:57,2024-05-07 13:06:27
TPV-024-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.24.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 08:40:02,2024-05-07 13:06:27
TPV-332-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.32.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-22 09:15:54,2024-05-07 13:06:27
LAP-SUPP-006,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.45,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-01-25 12:57:31,2024-05-07 13:06:27
TPV-073-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.73.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-22 16:14:11,2024-05-07 13:06:27
LP-303-N,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.3.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-15 12:22:18,2024-05-07 13:06:27
TPV-412-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.112.6,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-02-21 12:40:56,2024-05-07 13:06:27
LP-350-01,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.104.15,,350,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2021-09-21 22:18:42,2024-05-07 08:08:18
TPV-414-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.114.5,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-01-12 17:56:44,2024-05-07 13:06:27
TPV-408-002,39,Desktop,unknown,Windows 10 10.0 (Build 17763),10.2.108.2,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 11:34:40,2024-05-07 13:06:27
TPV-003-2,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.3.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-15 14:18:02,2024-05-07 13:06:27
TPV-348-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.48.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:26:34,2024-05-07 13:06:27
LAP-031-2,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.31.2,,031NOYELLESGODAULT,0,Apex One as a Service,2024-05-01 13:20:46,2024-05-07 02:12:10
TPV-305-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.5.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-25 13:36:43,2024-05-07 13:06:27
LP-072-4,39,Desktop,unknown,Windows 11 10.0 (Build 22631),10.1.72.5,,Système,0,Apex One as a Service,2021-09-27 21:30:29,2024-05-07 02:16:35
TPV-422-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.122.2,,T1CDG422,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-22 11:23:18,2024-05-07 13:06:27
LAP-IT-003,39,Desktop,unknown,Windows 11 10.0 (Build 22631),10.3.6.51,,abourais,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-02-19 10:36:15,2024-05-07 13:17:53
LAP-414-002,39,Desktop,IT,Windows 10 10.0 (Build 19045),10.2.114.9,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-09-13 07:06:44,2024-05-07 10:56:58
TPV-414-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.114.6,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:19:16,2024-05-07 13:06:27
TPV-406-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.106.3,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-24 16:48:13,2024-04-22 10:56:39
LAP-062-001,39,Desktop,unknown,Windows 11 10.0 (Build 22631),10.1.62.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-01-05 14:00:30,2024-05-07 13:06:27
TPV-195-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.195.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 15:00:53,2024-05-07 13:06:27
TPV-454-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.154.1,,454Sudinternationale,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 08:09:18,2024-05-07 13:06:27
TPV-004-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.4.6,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 08:08:17,2024-05-07 13:06:27
TPV-051-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.51.2,,051,0,"Trend Vision One Endpoint Sensor|Apex One as a Service",2023-12-13 08:39:23,2024-05-07 07:50:41
TPV-149-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.149.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-25 14:25:52,2024-05-07 13:06:27
TPV-062-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.62.5,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-12 14:16:42,2024-05-07 13:06:27
TPV-062-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.62.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-12 14:17:19,2024-05-07 13:06:27
TPV-009-1,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.9.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-01 14:20:41,2024-05-07 13:06:27
LAP-ACHATS-023,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.41,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-06-21 10:48:24,2024-05-07 13:06:27
TPV-027-003,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.27.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 18:55:38,2024-05-07 13:06:27
TPV-122-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.122.1,,122,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:15:00,2024-05-07 13:06:27
TPV-049-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.49.2,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-13 14:17:00,2024-05-07 13:06:27
TPV-031-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.31.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-11 14:18:58,2024-05-07 13:06:27
TPV-402-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.102.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-25 12:22:04,2024-05-07 13:06:27
TPV-215-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.215.2,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-11 14:20:32,2024-05-07 13:06:27
LAP-408-001,39,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.108.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-01-11 16:27:49,2024-05-07 13:06:27
TPV-408-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.108.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 11:29:58,2024-05-07 13:06:27
TAB-064-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.64.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:55:23,2024-05-07 13:06:27
TPV-517-001,39,Desktop,unknown,Windows 10 10.0 (Build 17763),10.3.104.29,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 10:15:33,2024-05-07 13:18:40
TPV-328-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.28.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:19:09,2024-05-07 13:06:27
LP-454-2,39,Desktop,unknown,Windows 10 10.0 (Build 19045),192.168.1.123,,agomes,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-15 14:17:44,2024-05-07 13:06:27
LAP-PAIE-004,39,Desktop,IT,Windows 10 10.0 (Build 19045),10.3.103.88,,lmoreau,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-10-06 14:20:42,2024-04-19 15:21:56
TPV-136-003,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.136.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-20 07:57:17,2024-05-07 13:06:27
TPV-004-004,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.4.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:54:15,2024-05-07 13:06:27
TPV-145-002,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.145.2,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 14:05:11,2024-05-07 13:06:27
TPV-020-001,39,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.20.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-21 14:41:54,2024-05-07 13:06:27
TPV-200-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.200.5,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-11 14:19:05,2024-05-07 13:06:27
LP-421-15,38,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.121.2,,Système,0,Apex One as a Service,2021-09-21 22:09:22,2024-05-07 09:39:57
LAP-438-001,38,Desktop,IT,Windows 11 10.0 (Build 22631),10.2.138.3,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-11-24 08:48:28,2024-05-07 13:06:27
TPV-314-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.14.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-21 09:55:14,2024-05-07 13:06:27
TPV-106-003,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.106.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:33:20,2024-05-07 13:06:27
LP-306-3,38,Desktop,unknown,Windows 11 10.0 (Build 22631),10.2.6.3,,Système,0,Apex One as a Service,2021-09-21 22:03:22,2024-05-07 10:23:01
LAP-ACH-22,38,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.38,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-26 12:47:27,2024-05-07 13:06:27
TPV-063-001,38,Desktop,unknown,Windows 10 10.0 (Build 17763),10.1.63.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:13:53,2024-05-07 13:06:27
TPV-304-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.4.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-22 15:30:43,2024-05-07 13:06:27
TPV-142-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.142.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-15 14:17:24,2024-05-07 13:06:27
TPV-312-002,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.12.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:39:36,2024-05-07 13:06:27
TPV-024-002,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.24.3,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 08:57:53,2024-05-07 13:06:27
TPV-303-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.3.4,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-14 14:16:13,2024-05-07 13:06:27
TPV-521-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),192.168.1.100,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-11 14:46:38,2024-05-07 13:06:27
TPV-428-002,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.128.1,,428,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-20 08:59:04,2024-05-07 13:06:27
TPV-003-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.3.2,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-14 14:16:23,2024-05-07 13:06:27
LAP-MKTG-002,38,Desktop,IT,Windows 11 10.0 (Build 22631),10.3.6.13,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-06-27 21:08:54,2024-05-07 13:06:27
LAP-DIR-P2,38,Desktop,unknown,Windows 11 10.0 (Build 22631),10.3.103.1,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-03-24 16:38:55,2024-05-07 13:17:53
LAP-234-AURES,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.234.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2021-10-20 16:57:19,2024-05-07 13:06:27
LAP-149-001,38,Desktop,IT,Windows 11 10.0 (Build 22621),10.1.149.4,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-09-27 07:46:36,2024-04-29 03:43:04
TPV-326-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.26.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-10 15:39:24,2024-05-07 13:06:27
TPV-230-002,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.230.6,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-13 14:16:48,2024-05-07 13:06:27
LAP-318-001,38,Desktop,IT,Windows 11 10.0 (Build 22621),10.2.18.2,,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2022-08-22 14:09:47,2024-04-29 03:43:11
LP-029-4,38,Desktop,IT,Windows 11 10.0 (Build 22631),10.1.29.3,,Système,0,Apex One as a Service,2021-09-22 05:29:34,2024-05-07 06:53:56
TPV-311-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.11.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-20 10:43:00,2024-05-07 13:06:27
TPV-139-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.139.2,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 14:47:38,2024-05-07 13:06:27
TPV-327-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.27.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 16:22:48,2024-05-07 13:06:27
TPV-438-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.138.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 10:18:43,2024-05-07 13:06:27
TPV-324-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.2.24.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 17:40:15,2024-05-07 13:06:27
TPV-002-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.2.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-01-14 14:16:23,2024-05-07 13:06:27
TPV-153-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.153.1,,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2023-12-13 15:18:53,2024-05-07 13:06:27
TPV-191-001,38,Desktop,IT,Windows 10 10.0 (Build 17763),10.1.191.1,,Système,0,"Trend Vision One Endpoint Sensor|Apex One as a Service|Trend Vision One Agent",2024-03-19 17:06:12,2024-05-07 13:06:27
